attribute_id,name,value,attribute_type
attribute_104e9c386d8d0bd9,spf,spf50+ pa++++,benefit
attribute_22002bf131549e9d,product_type,sun stick,product_type
attribute_4b0074c75ba621a0,sun_protection,physical sun block,benefit
attribute_a76380f8e02c2238,brand,papa recipe right for skin,brand
attribute_13cfc2014e66117c,product_type,cleansing oil pad,product_type
attribute_f260ece369b25359,benefit,makeup remover,benefit
attribute_bd8552c455f524c4,usage,girls,usage
attribute_569a924914ae7963,target_audience,girls,target_area
attribute_47963524f620e4db,product_type,hair accessory organizer,product_type
attribute_390b24fb028f1f2f,brand,beeorders,brand
attribute_063baa4c0fe9ef13,skin_type,"sensitive, dry",skin_type
attribute_eff4eb612556fdc9,scent,"lavender, jasmine, rose, lemon",scent
attribute_bff89f5400318ff6,brand,violet,brand
attribute_b3d4bcbf14fe2de0,brand,sunny hair,brand
attribute_427a0c53a251ff28,brand,innisfree,brand
attribute_55125a5e8620b1e8,benefit,"an integral part of korean skin ritual, sheet masks are a portable, concentrated way to address your skin's needs.an integral part of korean skin ritual, sheet masks are a portable, concentrated way to address your skin's needs. see more",benefit
attribute_171b3f0117e0145a,item form,sheet,product_type
attribute_ecabfd79ef64f19f,product benefits,"an integral part of korean skin ritual, sheet masks are a portable, concentrated way to address your skin's needs.",benefit
attribute_dd1752bb75618c34,brand,perlier,brand
attribute_4799a29ce492dda9,size,3.3 fl oz,size
attribute_b0ce7eb7ce11b554,item form,balm,product_type
attribute_9cc1c72e151f6190,unit count,3.3 fl oz,size
attribute_b004239f2d466049,size,9 piece set,size
attribute_7678fdbd0742760b,item form,wrap,product_type
attribute_d299e743f1d66a42,brand,lk lankiz,brand
attribute_642e41e16baa5a1c,brand,w7,brand
attribute_08015321f9b3889f,brand,kiara sky,brand
attribute_2026afbd3c082b17,brand,pangda,brand
attribute_c38bf15e1ac4ff49,product_type,eye shadow,product_type
attribute_e888e7ddf362dfa6,color,rio de rose gold,color
attribute_a7e7d02fc7755405,texture,watercolor,texture
attribute_46217b9fdd6fb1de,brand,exolgo tendresse,brand
attribute_b8cf9b08448374d6,color,soft brown,color
attribute_587592376294428c,product type,eyeliner,product_type
attribute_41595fb52dc9c04d,texture,soft silky,texture
attribute_916647cf8f912d5d,waterproof,yes,benefit
attribute_fd80ad57063cb927,long lasting,up to 10 hours,benefit
attribute_171f7fd17363b583,form,pencil,material
attribute_fa08aa05d70f451a,self-sharpening,yes,usage
attribute_eb4c6d92f952148a,sponge applicator,yes,usage
attribute_b0b2b851979bc651,brand,tahe,brand
attribute_cccb13d4747a85bd,hair_type,frizzy,other
attribute_37484cf2b41d1051,size,125ml,size
attribute_227ec285f95394b8,brand,mariah carey,brand
attribute_d916ac39c2665be4,brand,prestige international,brand
attribute_c425d52341291973,product_type,skin care set,product_type
attribute_045d7f9b36cf5264,size,10g,size
attribute_b53a3f2c3950e5e9,benefit,rejuvenating,benefit
attribute_2fb5d1bc2fb30db7,brand,exchic,brand
attribute_ff36c1a46ae09499,unit_count,1 count,size
attribute_a6014f88f4f4e4d2,brand,cupben,brand
attribute_84e8fda973f8255a,brand,povetire,brand
attribute_ab32674328a7cb2e,material,"pearl,plastic",material
attribute_ddca7f907842eee4,brand,aokely,brand
attribute_4c997979d6482ff1,brand,hemani,brand
attribute_c3402a60404881b5,brand,dolly dolly,brand
attribute_911b8e696285b566,brand,tiffany & co.,brand
attribute_bac203cfa97feb53,brand,maitalent,brand
attribute_a213f476567ff086,brand,byhair,brand
attribute_3f081a6dbbeb8f7d,texture,curly,texture
attribute_d223b2d752094dcd,brand,beron,brand
attribute_44876298116290f1,color,ombre green,color
attribute_29bd85136e7da144,brand,gu angqi,brand
attribute_d20db86dfbf550eb,brand,kicosy,brand
attribute_272fd7a157132c46,brand,nbnmty,brand
attribute_f12cdb442e4ecaa0,brand,wudaozi,brand
attribute_d9ee28956eaeae99,texture,spiral,texture
attribute_73d958da7b351e80,brand,outre,brand
attribute_fbd894fcb82f0174,color,s4/30,color
attribute_fdce25822dbe55ec,hair_type,pineapple style,other
attribute_c7453be416c83347,brand,fragrance g.u.c.c.i,brand
attribute_cf0d85beac0b7a11,brand,mosinngy,brand
attribute_46cdd82f2900501c,scent,bergamot,scent
attribute_65283b9e1a65ea12,size,10.5822 ounce,size
attribute_2dfb5c31ecb6f86c,size,10.58 oz,size
attribute_9c0e472a3165a130,brand,fari series,brand
attribute_90492515c2013284,brand,buycrafty,brand
attribute_bade02aa05c3c92e,brand,nyc,brand
attribute_d398e45e417c6cc4,brand,sybeauty,brand
attribute_28ab3b4f8373e88d,size,10oz,size
attribute_998b3e57aa9fa210,product_type,body scrub,product_type
attribute_5f10edfb8de932df,ingredient,sea salt,ingredient
attribute_784aae3832a34632,texture,scrub,texture
attribute_ad248afb6da85c22,usage,bath and shower,usage
attribute_afb7da58d7ae5511,dietary preference,vegan,other
attribute_7583b8827570a162,brand,mary kay,brand
attribute_dbb49bbeba56b97c,size,1.7 fl. oz,size
attribute_61f052a462acb3e1,product_type,facial peel,product_type
attribute_50d70aea790909bd,benefit,revealing radiance,benefit
attribute_f97585ac5e49fc80,brand,riicfdd,brand
attribute_c9c743287be1240f,shape,coffin,other
attribute_9e6bca3a348ac6a5,shape,ballerina,other
attribute_1322bbe037f455d3,length,short,other
attribute_ef61f888e23dca4b,size,24 count,size
attribute_8deab6eab7af9463,brand,ashilisia,brand
attribute_efe7c6600b24c206,brand,ruairie,brand
attribute_d62fecf469c580b6,brand,angel3292,brand
attribute_c4bd9aa9401df473,size,3.3 oz,size
attribute_ea1c129b0c714052,brand,mwellewm,brand
attribute_bea80b08c8c4d9eb,size,15 pcs,size
attribute_cf48d67b8fc1ac1a,brand,beafay,brand
attribute_322667fb62c77370,brand,kao,brand
attribute_8b03409d5524060b,size,3.0 ounce,size
attribute_da1e11fe5e8ccde7,size,11.49 floz,size
attribute_3f5ba7d065c6ca14,brand,blue saint,brand
attribute_cbe216203751061d,material,"nylon, wool",material
attribute_1eca7ac401b422e5,brand,jd jeffrey dame,brand
attribute_65df48e29550868b,size,2 ml,size
attribute_803f5ad3a4191799,brand,bhl,brand
attribute_eab51ebf6c30fa84,color,sapphire blue,color
attribute_0d1aa8fa1dd89eac,style,bob,other
attribute_abeb98666ae222bc,lace_type,t part lace front,other
attribute_2c3391e8ceb62ec2,hairline,pre plucked,other
attribute_7990ada4e03e0822,brand,ayniss v wigs,brand
attribute_ca28a02137679048,size,30inch,size
attribute_3987d54516f8b20e,size,30 inch,size
attribute_2ef792dac4799173,lace_type,t part 4x1 transparent closure,other
attribute_540cb0caba6bb581,density,150,other
attribute_6c68e7a8dba028dc,hairline,pre plucked with baby hair,other
attribute_362b673e54668133,color,true teal,color
attribute_5323dcf87eddf5fb,unit_count,2.00 count,other
attribute_13e76cf5af88d2fe,brand,divya pharmacy,brand
attribute_d50f2ce4c22cc227,size,10 grams,size
attribute_73d424a6e718e739,brand,full shine,brand
attribute_98f3243c71df20b9,brand,anatoliadaphne,brand
attribute_d4d9c1f632dad92f,scent,"lavender, almond, rose",scent
attribute_ed445d7efe1b1f1f,brand,mirrormore,brand
attribute_e89b2131e553e798,color,platinum blonde-n,color
attribute_40fa5a9087e8e3ea,size,10inch,size
attribute_c4321056d4a5e9bc,brand,broadway nails,brand
attribute_d9461023fb712a36,material,gel,material
attribute_aee267921a27d277,product_type,press-on gel pedicure nails,product_type
attribute_1c89a2327f65cd61,target_area,toe nails,target_area
attribute_b0e2eef69eea2e02,brand,jieliele,brand
attribute_34229f8c13d40e73,size,50ml,size
attribute_b99b906f8b2a6617,size,50ml/1.7oz,size
attribute_e4142236aefe567d,product_type,travel bottles,product_type
attribute_bb39caa9034e74dc,brand,jzyqyh,brand
attribute_4c2105c9fb8920a3,color,honey blonde ombre,color
attribute_1863dcbbbe7f72d2,length,"14""",size
attribute_5ae8aa790d199387,product_type,lace front wig,product_type
attribute_bdde1543b5ad1aea,brand,n/b,brand
attribute_e786ac5b06122635,color,hot pink,color
attribute_469592ae869e8309,size,20 x 3.4 cm,size
attribute_70531ccef6e1e00f,power source,2 aaa batteries,other
attribute_8b3ad47147f88d3d,speed settings,30,usage
attribute_6cedb5f3e41b369d,brand,lovogue,brand
attribute_71bb4a9df39c996f,pattern,printed flower,other
attribute_3f2688daa234c36c,count,6,other
attribute_fa41a2ef9a6fdabf,style,vintage twisted feather,other
attribute_e29d9822b164a2a3,brand,sundiego2020,brand
attribute_e231a10e93fc7caa,product_type,hair clip,product_type
attribute_18423e24a22a28f6,count,4,other
attribute_3d491c5513dd96cf,hair type,all,target_area
attribute_466ce10287c48a67,brand,british sterling,brand
attribute_49cf89d1ebab943a,size,4 count,size
attribute_b606b89014e87a59,product type,shaving cologne gift set,product_type
attribute_8125d02be0fd5aab,brand,pina colada,brand
attribute_67ac8b79e0daa6f0,product type,compression arch sleeves,product_type
attribute_08922fc3b9aa5d46,material,"nylon, silicon gel",material
attribute_30ec03d7553302c5,target area,"foot, arch",target_area
attribute_f641662f5820216e,brand,augoog,brand
attribute_3f9520efb3c6d967,product type,eye makeup kit,product_type
attribute_03dd33fa147d376d,size,40 count,size
attribute_65495a67d110f79c,target area,eye,target_area
attribute_3821887afde00ee6,brand,leosa,brand
attribute_f462b99a66440e25,product type,hair extension,product_type
attribute_05059029cca67119,brand,sigil scent,brand
attribute_c74ff95d3394a8f1,product type,eau de parfum,product_type
attribute_e801b9a2b65d4485,brand,syhood,brand
attribute_4faf39aa52317d70,product type,sleeping cap,product_type
attribute_4cdb00931aa9fd3a,pattern,floral print,other
attribute_ed79e387df3559a0,usage,night sleep,usage
attribute_1fcdc158c27709cd,brand,nylrem,brand
attribute_dda8a80dd5ed125f,brand,feayea,brand
attribute_3820a675cb0dd993,brand,freetress equal,brand
attribute_e4b73cdca3a0f2dd,brand,tarte,brand
attribute_709c5247f091d93b,size,0.23 oz,size
attribute_dc968b09bd21b222,brand,k9 granola,brand
attribute_6bf3c6481ed259e7,size,1.000 count,size
attribute_0fc6fa98733d5f9f,size,12 ounce,size
attribute_b25799bfcd250e43,product_type,dog treat,product_type
attribute_372d1e9adafc63e2,flavor,banana,scent
attribute_8ace6061d79c55d7,ingredient,banana,ingredient
attribute_388838831909cbc4,ingredient,sugar,ingredient
attribute_1c320ec22c36fc0d,benefit,potassium boost,benefit
attribute_77394fb458930d19,brand,sure,brand
attribute_635c85d57e55b546,scent,powder fresh,scent
attribute_74fe3195e780315e,product_type,deodorant,product_type
attribute_a6c56942c4383087,texture,solid,texture
attribute_2677b5f6c5ffd3a0,product_type,cosmetic organizer,product_type
attribute_a88cac9ffb7b2fde,size,4.5 x 9.5 in,size
attribute_6d8fada64065d684,capacity,64 slots,other
attribute_c198abe77d50e369,brand,funoc,brand
attribute_354424319fe5315e,brand,nail angel,brand
attribute_9695c21e973ee63a,size,7.00 count,size
attribute_228b5e76bf774864,product_type,nail sticker,product_type
attribute_910af2db869c20d2,count,7,size
attribute_d14c8f2db7110c5f,brand,lilyangel,brand
attribute_049bc25aa5c6ec32,color,1 color holographic powder,color
attribute_58b3eeff5ad525b9,product_type,nail powder,product_type
attribute_e5e070868810bfc4,form,powder,texture
attribute_a683da9f363a910c,color,holographic,color
attribute_2dd883bc32345e1f,count,12,size
attribute_3196a2b6c029f901,brand,dzt1968,brand
attribute_0bb0c6795a023be3,material,polyvinyl chloride,material
attribute_bfb8d8ca6540219b,product_type,toothbrush holder,product_type
attribute_04593d5d5d7bdac2,material,pvc,material
attribute_eba7add99dc5e00b,size,17.5*6.6*5.5cm,size
attribute_b45ea62960e1859b,size,9.0 fl oz,size
attribute_830d49ccfad11fbf,brand,usonline911,brand
attribute_e2badfd0675cfd50,brand,smpl objects,brand
attribute_7a104ebaea95a946,brand,dkaf,brand
attribute_bc1a96bd906d1065,brand,benafee,brand
attribute_3b8d3fb29903d928,material,rhinestone,material
attribute_dfbcd2dc574360f4,size,4 piece set,size
attribute_9cf06b896b566625,brand,naqier,brand
attribute_a81fc8d21e271135,brand,peacoco,brand
attribute_739df5db2ea53ab3,brand,guangxun company,brand
attribute_6d93ef7be1468712,hair_type,"curly, kinky",other
attribute_a3683d93fd13f6d1,brand,clear turn,brand
attribute_14ea3cc8e6d2ac6f,brand,djdl,brand
attribute_c0b9fabc95f5d9a7,brand,redflow,brand
attribute_19c15ea60f2938fe,brand,dream soul,brand
attribute_27f586ba6d2cadcd,brand,greenwich bay trading company soaps,brand
attribute_f9b963c924968cfc,scent,"eucalyptus, honey, pear, peppermint, chocolate, ginger, lily, cranberry",scent
attribute_2d5da1788e86921f,size,15 pack,size
attribute_f0d9c9f3cf663902,scent,eucalyptus,scent
attribute_4ba6df0addd01e6a,scent,pear,scent
attribute_eefb1300ff14b687,scent,peppermint,scent
attribute_e2359f9fb629ff37,scent,chocolate,scent
attribute_e79916a2fb0a543f,scent,ginger,scent
attribute_7e8edc532dd99c96,scent,lily,scent
attribute_916ea77d61f599ec,scent,cranberry,scent
attribute_9db66f23183c5aa4,ingredient,essential oils,ingredient
attribute_4320118740b08316,ingredient,natural extracts,ingredient
attribute_0c8aaa8442a7efb9,brand,massimiliano incas,brand
attribute_cf719bb93a2c368a,brand,karma cosmetics,brand
attribute_976fbbc6cf27d46a,product_type,foot peel mask,product_type
attribute_1447ebe521618f23,target_area,feet,target_area
attribute_49a5cf1dca270cbe,benefit,soften,benefit
attribute_59d09a0d1d6bf344,benefit,remove dead skin,benefit
attribute_d2eea97dfa2fabc5,brand,maybelline new york,brand
attribute_d3ce87488ba270aa,color,rebel red,color
attribute_30431c3fbdb92afa,brand,hello,brand
attribute_f240513086d1abf4,brand,best,brand
attribute_e72fd29d7270dcb6,brand,simple,brand
attribute_a3cf6c5af8a8eb3f,skin_type,"sensitive,all skin types",skin_type
attribute_401c536d234b7bd5,scent,cucumber,scent
attribute_d4f65a233fd16315,size,500 ml,size
attribute_8a85bb4f5d9fd813,skin_type,all skin types,skin_type
attribute_2a02a1135fa9df2a,benefit,refreshing,benefit
attribute_c9b2915246f278b3,product_type,shower gel,product_type
attribute_5d842538c53c0c71,brand,dreamore,brand
attribute_0f8ed5901d11ed81,scent,himalayan salt,scent
attribute_a9b7faa9bba8dd07,skin type,dry,skin_type
attribute_57ee6920413808f8,scent,himalayan salt lychee,scent
attribute_56b76a1f60405b32,product benefit,exfoliating,benefit
attribute_22490089a062c0ad,product benefit,moisturizing,benefit
attribute_0578b44b0b954df0,product benefit,deep cleansing,benefit
attribute_c33dfaa088960e77,texture,exfoliating salt scrub,texture
attribute_79b03a8a81b0a924,ingredient,himalayan salt,ingredient
attribute_5d45b874163872d7,ingredient,lychee oil,ingredient
attribute_0d3aef31c1d0da6c,product type,body scrub,product_type
attribute_eaf83ce98f91eb36,brand,apt accessory,brand
attribute_4cfe547b969d3a2b,material,alloy steel,material
attribute_fc33216d6cb414f5,material,"plastic, metal",material
attribute_7d0bd4e0917bbb86,size,22 x 2.8 cm,size
attribute_c5c370cb9de2c2de,size,8 cm,size
attribute_d7fbd629b416aead,quantity,16 pieces,other
attribute_1f50bfea7a71a39f,usage,hair styling,usage
attribute_ee49c39c115eb487,product_type,comb and clip set,product_type
attribute_1e13110d0af5840c,brand,misaky make up,brand
attribute_78b4f17efc6e519b,material,canvas,material
attribute_4144f7d0daa3e375,size,13 x 9 x 9.5 cm,size
attribute_a6441765e3a24189,product_type,clutch bag,product_type
attribute_8551abefbc3f65ac,product_type,wallet,product_type
attribute_54beeca4ea032217,brand,shinehair,brand
attribute_fe1f1d7e609ecf9f,length,22 inches,size
attribute_ce3d03606358f2bc,brand,color cleaner,brand
attribute_19fcbf018e5b6648,brand,la splash,brand
attribute_7b2bb9a7484f7fc8,color,poison apple,color
attribute_1aeca7e88a3e6213,brand,bchr,brand
attribute_7c54059f4e2aa2a3,brand,dms,brand
attribute_4670cf73e3fbeb00,brand,qnt,brand
attribute_6d4caca9bf37464a,color,"red, white",color
attribute_74e0a07431c9a287,item form,file,product_type
attribute_f721d3a6cc26f26c,unit count,1,size
attribute_79357421c5f73db5,usage,foot callus removal,usage
attribute_3766883870923491,target area,feet,target_area
attribute_460d486ed41b044a,power source,cordless rechargeable,other
attribute_d8e351c279ba40d4,brand,weispo,brand
attribute_aa23ccf253f4f699,size,6 piece set,size
attribute_0887895f28310db2,size,6pcs,size
attribute_ffdbae73c27ad086,product type,temporary hair tattoo stickers,product_type
attribute_9bb4f75691d7124a,brand,valobra,brand
attribute_5ddb088e93e3dd19,brand,glinda,brand
attribute_f49c0cf7e6ae1aad,brand,tom ford,brand
attribute_715821d75c3bafe7,brand,daisy dnd,brand
attribute_1dad3f5a7d04a43c,brand,cexin,brand
attribute_c0d7efe70d2b67e4,color,indian hair,color
attribute_57a6d1e8f46648da,brand,bo feng,brand
attribute_95d00dea8b7d2371,brand,sun's eye pure oils,brand
attribute_549b5caecbb10bfe,brand,funfunman,brand
attribute_bbd4bfe09c381663,brand,salon science,brand
attribute_8b39b4feec9efab6,brand,lilly pulitzer,brand
attribute_38e1e88f5ae17321,color,coco coral crab,color
attribute_4525b17f65fab589,material,"polyester, spandex",material
attribute_8801cfe08eab4af8,usage,hair out of way,usage
attribute_5b81710e6204ae58,material,"foam,sponge",material
attribute_0ba07bcece2b52d8,size,28 pcs,size
attribute_643b5a92f5ae0ee6,material,"foam, sponge, elastic",material
attribute_590be1edfc3c61c3,product_type,hair bun maker set,product_type
attribute_e1427413d972500a,brand,lumiere,brand
attribute_933e4d9e371b8336,product_type,braiding hair extensions,product_type
attribute_0c5a08cb194c97de,brand,parker safety razor,brand
attribute_ef74f99d5ad21094,brand,eco style,brand
attribute_62e9d23b3beb789c,brand,fiddy,brand
attribute_d8157df5a0d372a3,item form,wand,other
attribute_81a31fc3b14febc6,brand,kraler,brand
attribute_ee7489fb9ab2d3c5,hair type,color,other
attribute_7593a2dd5e3d205f,size,8g,size
attribute_3f28cc3b9c0f6d0c,brand,m*a*d minerals,brand
attribute_3e971c1d6aa4f1c1,texture,loose,texture
attribute_14b57565e90cd36e,size,10 gram,size
attribute_4cf3ce2ec5d0233d,product_form,loose powder,product_type
attribute_d8f08d103624e10c,finish,shimmer,other
attribute_fd001d58eb405d04,color,#613 color,color
attribute_dcf20528dae9c1bf,color,613 blonde,color
attribute_c39902ee63664529,product_type,hair bundle,product_type
attribute_b6cb531e7680c18e,brand,cyoung,brand
attribute_2dbebb4bafe40f40,size,1000 pcs,size
attribute_44157cd7ffe473bd,product_type,hair ties,product_type
attribute_380c23141b960503,brand,yvvo,brand
attribute_f4e5078f4a56d3c8,brand,boqq,brand
attribute_265c493bd93e84de,scent,橙子,scent
attribute_02f9edbfe5a11a3b,hair_type,"dry,chemically treated",other
attribute_9a4f70c93462e987,brand,elite medical instruments emi,brand
attribute_e3636bb3d3c80cca,brand,naturally naked organic skincare,brand
attribute_782d6640d21197ac,brand,tafly,brand
attribute_f5727c4889c0e9b4,brand,leyla milani hair,brand
attribute_c88793ee298979e0,hair_type,"all, dry, curly, thick",other
attribute_b2fb816718bf753a,brand,majestic pure,brand
attribute_c8976aca7a43cb2a,hair_type,"all, chemically treated, damaged",other
attribute_ce6c7a69795e0956,brand,medline,brand
attribute_be0d91fdac05677a,brand,amirty,brand
attribute_c8ab8e4f6563fb7b,hair_type,"body wave,wave",other
attribute_57cc373f33f0b491,size,10.5 fl oz,size
attribute_8a0815958a2ddb4e,size,10.5 oz,size
attribute_79be7da5cabba939,brand,arganatural,brand
attribute_e580bdb61dd61a03,brand,hebe,brand
attribute_b86cff5a62e49a76,brand,oxeyegirl,brand
attribute_0ce3a68148af00c2,brand,houseables,brand
attribute_22564d972b5610d9,size,1 pcs,size
attribute_6d31fc506a927709,brand,eboot,brand
attribute_13804c80e570136f,product_type,wig cap,product_type
attribute_4343ef60956711d7,color,natural beige,color
attribute_7a83038b63e5e72b,brand,qinmei,brand
attribute_f41ba61585023a4c,color,straight bundles,color
attribute_08f16ceded6ac99e,product_type,hair weave bundle,product_type
attribute_446d75ce2881cd12,weight,95-100g,other
attribute_b369097d3f42e34d,origin,brazilian,other
attribute_715178c8762a87e5,brand,detroit grooming co.,brand
attribute_6957a11189d91911,product_type,beard wax,product_type
attribute_a4df6a21498dd36d,scent,"vanilla, tobacco, cedarwood",scent
attribute_79a0454420547ee6,benefit,strong hold,benefit
attribute_b39e9d913c1fd21d,brand,wet 'n' wild,brand
attribute_b2e7fc2faae29688,color,mazel tov madness,color
attribute_e11e933c7fd14235,brand,b.tan,brand
attribute_1b6b4ae9aadbe8a9,benefit,"a violet base dark, dark 1 hour pro spray mist that knocks our orange tones. perfect for first-time tannersa violet base dark, dark 1 hour pro spray mist that knocks our orange tones. perfect for first-time tanners see more",benefit
attribute_01663df7b08a9a19,size,33.8 fl oz,size
attribute_033c242b65146756,product_type,spray tan solution,product_type
attribute_75a29c227f751fa9,benefits,violet base dark 1 hour pro spray mist that knocks out orange tones,benefit
attribute_ff0dc6b4bc7a17a9,product_type,hair headband,product_type
attribute_7e69e2bc2a579155,item_form,ribbon,material
attribute_5f040e2b32edb2af,brand,hlin,brand
attribute_123d345a5793f7f5,brand,zakia's morocco,brand
attribute_a871460333c2b818,brand,the ordinary,brand
attribute_772371b36efb5b13,benefit,fine line treatment,benefit
attribute_4e001418f2a161c2,size,30ml,size
attribute_901fcda3ddff3dca,brand,la fresh,brand
attribute_c42f2423034a3bc1,brand,wondergloss,brand
attribute_70cc26fc6a40bdd9,brand,seya,brand
attribute_880a82f8410b7374,brand,bly,brand
attribute_0ef3da04afcac80d,brand,jomocare,brand
attribute_2ce46c0740cdb1ac,material,lithium,material
attribute_327c101eec9c2dd5,product type,water flosser,product_type
attribute_fb4a93fff31ae14e,brand,nonebranded,brand
attribute_a41786ecea0de5b6,product type,cotton pads,product_type
attribute_48041a53b8936b31,brand,gukasxi,brand
attribute_e55385fb0e7a84f8,size,1000pcs,size
attribute_4c16140d18630db0,size,22inch,size
attribute_efb565b97f5786ea,brand,ktkudy,brand
attribute_f373323cfc6c53fc,material,wood,material
attribute_c96b4688912c0054,brand,great,brand
attribute_8e7502fffea6265b,brand,gswoi,brand
attribute_86600e0a0b249351,brand,falafala,brand
attribute_df7083a353bd32d4,brand,ldab,brand
attribute_f5b8cfd60c8b204b,brand,newbang,brand
attribute_e022e55295123199,brand,sheamoisture,brand
attribute_7fa5efe23fc37546,texture,aerosol,texture
attribute_1a7b48be96b65b17,benefit,"detox,exfoliating,detoxifying",benefit
attribute_e02aba0a53c025a4,brand,bagvhandbagro,brand
attribute_d77af811705d7c54,brand,aliyaduo,brand
attribute_14d2936ab33ca135,color,light pink,color
attribute_4e9bb2aee0f62b0e,product type,mannequin head,product_type
attribute_ea7c8b0b7bc4e2a6,usage,practice eyelash extensions,usage
attribute_4d1d2f52f2b89a49,product type,tape in hair extensions,product_type
attribute_a13994ce6ce95189,brand,aifaifa,brand
attribute_230aab7aca9a13a9,size,25.00 count,size
attribute_3e4fdffd104184a3,size,25pcs,size
attribute_625a61fd6504a791,unit count,25.00 count,other
attribute_ab46f9685cd04344,product type,nail gel polish kit,product_type
attribute_d5f7394136bddd17,brand,ultru,brand
attribute_34993f6c7d70bd28,scent,calming,scent
attribute_c13be789144d37e2,size,1.1 fl oz,size
attribute_3c2fdcb90a14ed64,size,33ml,size
attribute_df51bf9aba64c8bd,texture,jelly,texture
attribute_c51a648ac8ecfdad,product_type,face mask,product_type
attribute_f8dd967c245d1ab5,benefit,calming,benefit
attribute_bc5f5fa3bcfd04f5,brand,kingwora,brand
attribute_39d31cb1d079a1d0,material,elastic,material
attribute_3c7cf35c3550cea8,brand,ali toptina,brand
attribute_20745f1c6e52f266,size,3oz,size
attribute_6ec52bcc0211f9db,brand,sussurro,brand
attribute_5fd8f1bcf90d564a,brand,zanlufly,brand
attribute_46561cfcfdd01a4e,brand,ryxskin,brand
attribute_18cfdf12dbb545a6,brand,urnice,brand
attribute_718a10fc50c39599,brand,laflore,brand
attribute_13b087aa40b76170,brand,royal lady,brand
attribute_0ba99c7ec9f1a1d7,brand,teak naturals,brand
attribute_91277037454907ea,scent,raspberry,scent
attribute_033f7be81e8c576f,brand,wumoni,brand
attribute_1100a8b2babe5deb,brand,mosher salon tools,brand
attribute_546616374c64e7da,size,6.0 inch,size
attribute_8e58ba0ac7fe89dc,brand,cinq mondes,brand
attribute_0345a2218ba0722d,size,0.8 oz,size
attribute_85710829ce9c7d7b,brand,gotech,brand
attribute_144748b5065f733e,size,140ml,size
attribute_3cfa67a13bbb693a,brand,lusucat,brand
attribute_0b6420226c2c2ba0,brand,sedal,brand
attribute_322188e8ffa27a0c,size,340ml,size
attribute_8b10bf23267f2298,brand,k-concept,brand
attribute_d0133f468d2a370c,brand,geloo,brand
attribute_ef0c27cc28ae66d3,size,31.4 inch,size
attribute_64c197f18c0de4e9,brand,healthing,brand
attribute_ab60a349d8d5c95c,brand,fheaven,brand
attribute_383321a984004e52,brand,ever ego,brand
attribute_aeae891d8294e43c,size,33.8oz,size
attribute_68c20287d505757b,brand,ry,brand
attribute_846da76036c15e92,brand,surker,brand
attribute_2dfc10f8eda208d1,brand,sinbounboun,brand
attribute_b2de9ccb69576cf9,brand,awle,brand
attribute_90fe9d4fc27decb7,brand,the crayon case,brand
attribute_31120c3cac1b1296,texture,crayon,texture
attribute_504cf1e05b134684,product_type,eyeshadow palette,product_type
attribute_806e1b01a5bbd234,number_of_colors,18,size
attribute_5ade6a9a0674b169,texture,shimmer and matte,texture
attribute_0160d4f4cba573b7,brand,o3,brand
attribute_a40d50aa7d6920db,scent,meladerm,scent
attribute_42ea3cbfd851a0c3,product_type,de-tan mask,product_type
attribute_f6308dd4fb2a639f,brand,snozzle pro,brand
attribute_cbe8071801d4f069,size,1.5 inch,size
attribute_231426d88602f367,product_type,hair dryer nozzle adapter,product_type
attribute_3a23c968242f8bab,size,1.5 to 2.25 inch,size
attribute_a81d25139763e935,brand,tate's the natural miracle,brand
attribute_304881771d5b9bc9,product_type,nail polish remover,product_type
attribute_4485fa3abe0bd0ef,scent,odorless,scent
attribute_7d6718e2e3333f47,brand,clinique,brand
attribute_e01c241883ff6340,size,3.4 fl oz,size
attribute_c138c918792453d8,scent,happy weekend,scent
attribute_24624abcd58b0568,brand,bohend,brand
attribute_049d2217c1419055,texture,stretchy,texture
attribute_82d535fcdf5979b0,brand,hyoujin,brand
attribute_6029651b08f9e514,brand,inkint,brand
attribute_9fb2ab502bc0dec2,size,1.2 inch,size
attribute_f3b7a77be252651c,brand,elapoti,brand
attribute_98ad1f30a9219485,brand,stila,brand
attribute_c37992471f74e67d,benefit,"curated to work with your skin tone, but each palette is wearable on all skin tones.",benefit
attribute_56dec5ce56f9e0c2,color,fair/light,color
attribute_5cf7ea4cd833f84f,product_type,eye & cheek palette,product_type
attribute_f3ea007432213ed9,benefit,works with your skin tone,benefit
attribute_cff92beec5d24642,target_area,eye and cheek,target_area
attribute_11164f55dde5294a,brand,morphe,brand
attribute_09be5f7e396620ac,texture,"cream, powder",texture
attribute_c4f1dd5cca3a2570,product_type,artistry palette,product_type
attribute_40ee063c2d1b3ae2,brand,omega,brand
attribute_1315f3043efe6e9d,product_type,shaving brush,product_type
attribute_2f54750da8680eb6,bristle_type,soft bristles,other
attribute_b6379005ebdba733,handle_material,resin,material
attribute_676007658d6613fa,origin,italy,other
attribute_e10ab881b8962457,brand,funworld,brand
attribute_d77a8c75bd30b693,brand,uaruogp,brand
attribute_b49c5cc914326a51,color,assorted color,color
attribute_b125105d69a0d170,product_type,makeup sponge holder,product_type
attribute_3274bbdf290366c5,brand,hlzg,brand
attribute_79c1f41055cdf025,product_type,cosplay wig,product_type
attribute_e1d7dd73d2b45fe8,color,brown gradient black,color
attribute_a570e2ea224191fd,length,short,size
